Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
162884.0,1.73018097546774,-0.637706602422599,-0.668155336169234,1.63885267010634,-0.517653873826055,-0.0272760075007727,-0.309289890725392,0.108109304827379,1.14609714346763,0.217061297039104,0.0654722736787846,0.612049723743468,-1.5705508642833,0.158067565955288,-1.91528086905057,-0.554808678160973,-0.0702783100559297,0.382013956104444,0.040463058295918,-0.199094493277066,0.351438617267961,1.19854382880995,-0.166916248583276,0.0459913104688904,0.340976314309187,-0.27102410682072,0.020334162075897,-0.0472593758214924,94.83,0
63715.0,1.16822784731572,0.403452221011981,0.753107336590842,2.19946556058758,0.00760545321767,0.505617357994845,-0.296246122764959,0.153380552164133,-0.754285676739768,0.821567369329207,0.468074245261516,0.630730129820795,0.837564098631818,0.0871998312140827,0.0519601277536303,1.34057399575123,-1.3479661984172,0.784625193103947,-0.625332881508713,-0.0474491860541312,0.14927203052142,0.408165040951488,-0.18573160402101,-0.479327727445757,0.535810228465653,0.128464106097415,0.0112314360595337,0.0136066634776448,10.62,0
30685.0,1.38315912953719,-0.571260569135082,0.183638883523592,-0.422228004068885,-1.15954459706567,-1.31849934894345,-0.364922345583661,-0.225482503931428,-0.532446726179601,0.625598985194319,-0.480690318614122,-1.25614361836007,-1.69392245313049,0.148642076269232,-0.0745727122961747,0.5075038928652,0.834315469821269,-1.56673038658328,0.699805956130324,-0.0511151796682542,0.158516605016732,0.410374902040349,-0.112205115076725,0.731687355148833,0.686418080728512,-0.0812015802042966,-0.0213979888207471,0.0053903133621368,20.0,0
1793.0,-1.14601718424435,0.870200131454621,1.07272344252439,0.973174214966815,1.37531635554573,-0.0306222499137682,-1.94058735416332,-2.36453670588628,-0.880526574309479,-0.263148623852281,0.927277876973497,0.60178480439498,-1.01131481176627,1.17187131631085,0.625381268331284,-0.0276060055752591,-0.0537445215550302,0.0849943952991624,0.317306689932469,0.437130475026425,-1.25486334255359,0.0601865931369977,-2.04227712634701,-0.244698482923857,-1.16824251846406,-0.573557864053259,0.309773064692131,0.233599484544527,70.0,0
156425.0,-0.217461223490508,0.509286659091919,-0.0917140357750657,-0.754614258270177,1.37880983978507,-0.894773327298464,0.870576993312696,-0.195239642800749,-0.141016452152431,-0.664369006646757,-1.26440051299598,-0.177861653351998,0.049444846643262,0.399440554648209,0.306984002425655,-0.147200179751819,-0.751989989839722,0.253103131803048,-0.237480178718537,-0.0684815453478934,0.384973861007172,1.08194802110663,-0.188746414793126,0.509589237993017,-0.35811844208564,-0.265898816422145,0.187673570945543,0.225735259379312,0.79,0
41409.0,1.09619441408109,0.195973281914031,0.223107124763643,1.10613900265706,-0.072533869940511,-0.460633523706584,0.262774384801849,-0.150511167044056,-0.138406047995445,-0.0760492234012061,-0.0460342580195089,0.665361744648132,0.71948618829747,0.28421352071323,1.09802173301779,-0.270889757303305,-0.187708367751023,-0.679545899280285,-0.751645355668639,-0.0176261027995765,0.0966464273636874,0.272308363866795,-0.126319606810413,0.109354382520967,0.619471822957074,-0.307001675031885,0.0246930680033716,0.028036943797619,58.97,0
75163.0,-4.56917316292061,-11.1544403273062,-2.03636501505363,1.55345622450321,-5.21723335007249,0.977622669397189,2.47976824801567,-0.655557461381282,-1.31048570909938,-0.284668378235874,-0.305552935668241,-0.180273492870307,0.711655895751468,-0.298994197732594,-0.225895403889336,-0.805548251542232,1.51503442924165,-0.184758500228971,-1.38785269528303,5.85092624741819,1.56531296873168,-1.80521808909145,-2.52564111487236,0.748455082265577,-1.00247568135792,-0.573420466594452,-0.484181116407456,0.567247389963678,3085.14,0
140937.0,1.80809846489666,-0.132037466749297,-2.81815078170199,0.519017171425447,1.00493632292115,-1.01337423938712,1.01367106063497,-0.542938504573938,-0.0890879820185993,-0.442782201801261,-0.510911417344631,0.587359836840175,1.17142229088918,-0.846343636873124,-0.223758627760493,-0.247803197731559,0.678872182574614,-0.333273101387726,-0.0541107157273526,0.249146524846803,0.130293537854866,0.246407022044737,-0.21044281635372,0.438995481783208,0.405466814388787,0.680149541629805,-0.124533080322039,-0.0234859036075288,171.0,0
122783.0,2.12833043302888,0.459888368737504,-3.65029205013717,0.374497017978051,1.64474047971978,-0.706666565402547,0.541889220855516,-0.126817517289002,0.156302560118264,-0.821424397225001,0.505488959302939,-1.08594820867194,-2.26430444263214,-1.85392393354174,-0.344140759049052,0.865124210722662,1.73163591175342,1.55306024919125,0.316492239998877,-0.225253197487411,-0.104347389275226,-0.221766375800641,-0.14957589484502,-0.585486933995156,0.421328914048411,0.737354082214309,-0.0975261461914211,-0.0385550755360326,0.76,0
48147.0,-0.200602733485078,0.607359194533621,2.14248550097816,0.885365098728933,0.188602872661881,0.492941168011205,0.282952548326809,-0.0999699450001764,0.206520581726245,-0.266285362253854,-1.30315057305108,0.678463250752592,1.82747481101643,-0.986577598234695,0.182218647265814,-0.215375566139785,-0.510791750422666,0.247119548359862,0.900520909034799,0.233865417482818,-0.0120372476707883,0.415287057034833,-0.201831906945871,-0.408547907826204,-0.381961997685746,-0.396976365698489,0.0747415941397536,-0.044755874190946,12.99,0
142554.0,2.24448203574811,-0.595273578381864,-2.46412511908161,-1.24618937806442,0.513385498093299,-0.726717198971504,0.147824254976493,-0.368579813289808,-1.22170239332775,1.08268416209498,0.544074002984956,-0.155956433378712,0.185912212165163,0.50457957738847,-0.692111711840973,0.837142908895943,-0.152961132260149,-0.980640995789677,1.18642220100776,0.0568527553889306,0.366069338907351,0.956444256950999,-0.144018067595664,0.158546615248234,0.51832935505101,0.0628747984640921,-0.0920729185857208,-0.0865021140277607,35.03,0
60425.0,1.11804586358326,-0.308252259218844,1.32401701209382,0.812732836658574,-1.25695136346856,-0.133324900626663,-0.80809887109486,0.279461808157887,0.855810165969535,-0.0341013935526403,0.925527525338277,0.499361268403661,-1.38910183414172,0.0639876179121736,-0.371965785075112,0.36108930234117,-0.275239621533863,0.353837399099173,0.179842219097551,-0.175475201134245,-0.0400724276491865,-0.0279830381882624,0.0572899373774134,0.535615757649938,0.151369587202735,0.291018284008475,0.0043564961621398,0.016728657468863,11.5,0
65338.0,1.20049765431272,-0.83848985535364,0.308345817400059,-0.511276720721096,-0.98516877811304,-0.230802968151831,-0.477819775153668,-0.0443811006414985,-0.793384389012562,0.652201818166194,0.632546009973348,0.925875067149813,0.593671434672616,-0.135675054673845,-1.01190670802873,-1.46044146557994,-0.021013846896181,1.05881962282036,0.0483894788734278,-0.289003461863171,-0.538152893490781,-1.10229621383602,-0.002351555605996,0.0478922993776836,0.201598465237989,0.905629401112007,-0.0622652960372035,0.0086454701464882,85.95,0
169571.0,-0.477134273201714,1.07352699511975,-0.0500029917094451,-0.879294794645938,0.557040354630633,-0.572473277717348,0.863903382678184,0.0121309255518598,0.126569592935086,0.371454169777612,0.547731320273465,0.66849713566899,-0.182572470306482,0.185178186787613,-0.979356749913911,0.111197922321711,-0.73285721378089,-0.246691434868119,0.201625974921681,0.207196385350044,-0.293090790981317,-0.551613013191624,0.067239773043262,-0.414002411518477,-0.386902234876495,0.157505534453867,0.463881523765463,0.208218442476551,9.88,0
